Erik;1584801266019;130
Erik;1584731308564;99
Erik;1584792764848;97
AI;1585239892469;76
AI;1584899146111;62
Erik;1584722212818;54
AI;1585239984868;51
AI;1584898413844;50
AI;1584898576297;50
AI;1585059904970;49
Player 1;1585041227876;24
Player 1;1585045647870;22
AI;1584722377537;21
AI;1584722377537;21
AI;1584722377537;21
AI;1584722377537;21
Player 2;1584967703608;20
Player 2;1584967308428;18
Player 1;1585044986499;16
Player 1;1585060507287;9
Player 1;1585060958298;9
Player 1;1585061145302;9
